credito_total,ingreso_mensual,frecuencia_ahorro,nivel_endeudamiento,pago_mensual_deudas,tipo,fecha,descripcion,tipoPago,monto,meses_a_deber,categoria
35905.39,2180.91,MEDIA,96,952.35,Egreso,2025-12-04,Transaction at Spotify,Credito,111.66,11,Entertainment
33818.77,4778.95,ALTA,92,1205.61,Egreso,2025-02-08,Transaction at Yulu Bikes,Debito,1037.02,0,Transport
9258.29,7354.65,BAJA,11,1641.26,Egreso,2025-04-09,Transaction at Vodafone Idea,Debito,2373.61,0,Bills
47109.57,2615.22,NULA,24,273.72,Egreso,2025-04-30,Transaction at Apollo Hospital,Transferencia,17583.4,0,Healthcare
5277.67,4936.94,NULA,80,1550.65,Egreso,2025-06-19,Transaction at Sony Center,Transferencia,91322.94,0,Electronics
37333.48,3325.26,NULA,97,105.35,Egreso,2025-04-09,Transaction at Zara,Transferencia,6667.33,0,Clothing
11066.07,7486.92,NULA,75,608.49,Egreso,2025-10-26,Transaction at Pepperfry,Debito,13683.51,0,Online Shopping
38590.54,5206.36,MEDIA,22,1215.25,Egreso,2025-02-03,Transaction at Ola,Debito,740.35,0,Transport
39333.83,8822.67,NULA,9,1072.14,Egreso,2025-07-22,Transaction at Woodland,Debito,1397.07,0,Clothing
48004.51,2884.26,NULA,59,520.39,Egreso,2025-08-14,Transaction at TSRTC,Transferencia,816.57,0,Transport
37906.21,5001.94,BAJA,98,1099.06,Egreso,2025-01-29,Transaction at Amazon,Transferencia,15657.06,0,Online Shopping
41723.1,5060.62,NULA,91,279.51,Egreso,2025-02-06,Transaction at Zee5,Credito,668.45,8,Entertainment
12104.36,4656.58,NULA,72,1613.83,Egreso,2025-07-22,Transaction at Noise,Transferencia,29918.66,0,Electronics
41838.06,4556.33,NULA,63,353.83,Egreso,2025-04-07,Transaction at Uber,Transferencia,1504.38,0,Transport
36201.77,6349.4,BAJA,63,517.69,Egreso,2025-02-12,Transaction at JioMart,Credito,1422.55,3,Grocery
19078.74,2592.04,ALTA,84,289.13,Egreso,2025-01-03,Transaction at Wrogn,Debito,4923.9,0,Clothing
13790.35,1206.45,ALTA,7,1406.62,Egreso,2025-12-30,Transaction at Gas Agency,Transferencia,1182.3,0,Bills
8056.5,9945.11,BAJA,9,835.76,Egreso,2025-04-13,Transaction at TNEB,Debito,806.33,0,Bills
21479.81,9994.22,NULA,16,177.17,Egreso,2025-05-06,Transaction at JioMart,Transferencia,4013.33,0,Grocery
9219.79,2570.09,BAJA,87,185.68,Egreso,2025-08-06,Transaction at Puma,Credito,556.68,9,Clothing
44925.03,2843.53,NULA,60,1400.04,Egreso,2025-01-22,Transaction at Dell Exclusive,Transferencia,33547.38,0,Electronics
33095.45,9340.38,MEDIA,13,1269.39,Egreso,2025-12-08,Transaction at Apollo Hospital,Transferencia,4178.6,0,Healthcare
39685.44,1797.62,BAJA,51,881.42,Egreso,2025-07-29,Transaction at Pantaloons,Transferencia,6163.22,0,Clothing
26606.63,7203.18,BAJA,37,436.71,Egreso,2025-02-09,Transaction at Burger King,Credito,940.04,1,Food
29704.62,2527.02,MEDIA,65,1163.67,Egreso,2025-01-16,Transaction at Dominos,Transferencia,470.22,0,Food
11391.54,5756.72,ALTA,7,320.34,Egreso,2025-12-08,Transaction at BMTC,Credito,891.04,4,Transport
27019.23,1329.01,NULA,24,1401.21,Egreso,2025-08-11,Transaction at Amazon,Transferencia,17902.16,0,Online Shopping
19871.03,9548.21,NULA,85,1301.4,Egreso,2025-07-05,Transaction at Nature's Basket,Transferencia,4447.49,0,Grocery
39392.68,5940.96,NULA,4,1608.14,Egreso,2025-11-17,Transaction at Amazon,Transferencia,15390.15,0,Online Shopping
38037.78,5898.51,NULA,46,1729.26,Egreso,2025-10-07,Transaction at Saravana Bhavan,Transferencia,1149.74,0,Food
28744.49,4509.89,ALTA,70,308.37,Egreso,2025-08-11,Transaction at Pepperfry,Debito,11692.5,0,Online Shopping
6133.49,5190.43,BAJA,44,1352.58,Egreso,2025-11-19,Transaction at Puma,Credito,2483.25,3,Clothing
41506.17,9737.08,BAJA,58,886.47,Egreso,2025-01-08,Transaction at TSRTC,Credito,486.17,2,Transport
39642.92,8636.8,NULA,85,672.15,Egreso,2025-10-25,Transaction at RedBus,Transferencia,848.89,0,Transport
37624.78,2349.53,MEDIA,3,1453.8,Egreso,2025-08-08,Transaction at IRCTC,Transferencia,9669.11,0,Travel
48015.32,8606.13,NULA,67,1093.14,Egreso,2025-12-17,Transaction at Apollo Hospital,Transferencia,2348.27,0,Healthcare
39693.24,6014.83,ALTA,74,126.11,Egreso,2025-01-03,Transaction at More Supermarket,Credito,4191.02,1,Grocery
22453.06,2662.97,ALTA,24,111.24,Egreso,2025-02-08,Transaction at Aha,Credito,178.23,1,Entertainment
30951.43,5566.01,BAJA,92,1654.7,Egreso,2025-07-20,Transaction at Meru Cabs,Credito,1375.14,1,Transport
43009.16,3164.61,ALTA,73,1244.08,Egreso,2025-04-17,Transaction at Zara,Credito,7896.27,3,Clothing
30927.18,6329.98,ALTA,36,1618.09,Egreso,2025-05-23,Transaction at JioMart,Transferencia,2722.68,0,Grocery
24646.13,8649.39,MEDIA,54,368.96,Egreso,2025-01-28,Transaction at Lenskart,Transferencia,9033.12,0,Online Shopping
9956.25,9066.43,MEDIA,98,1379.54,Egreso,2025-07-27,Transaction at Spotify,Transferencia,191.05,0,Entertainment
37676.61,1441.37,NULA,25,1980.42,Egreso,2025-08-06,Transaction at ACT Fibernet,Credito,1314.81,11,Bills
19215.02,3041.65,MEDIA,30,775.05,Egreso,2025-12-13,Transaction at A2B,Debito,1366.04,0,Food
6031.72,5385.68,NULA,14,689.14,Egreso,2025-01-11,Transaction at Yulu Bikes,Transferencia,472.44,0,Transport
26461.75,7649.0,NULA,92,333.44,Egreso,2025-01-14,Transaction at Boat Lifestyle,Credito,52956.89,6,Electronics
21748.92,4587.87,MEDIA,95,1601.64,Egreso,2025-09-19,Transaction at IRCTC,Transferencia,7645.6,0,Travel
25026.09,4388.71,MEDIA,84,1270.04,Egreso,2025-01-18,Transaction at A2B,Transferencia,1344.98,0,Food
8096.0,3217.89,BAJA,84,295.02,Egreso,2025-02-23,Transaction at Apollo Hospital,Credito,3817.04,6,Healthcare
47856.54,1028.65,MEDIA,11,424.18,Egreso,2025-07-10,Transaction at HP World,Transferencia,45953.74,0,Electronics
41219.13,8719.23,ALTA,98,466.48,Egreso,2025-10-11,Transaction at SonyLiv,Transferencia,413.08,0,Entertainment
15259.31,4977.59,BAJA,42,166.93,Egreso,2025-03-06,Transaction at Meesho,Credito,12349.36,3,Online Shopping
6727.25,8172.6,NULA,1,1082.55,Egreso,2025-06-30,Transaction at AirAsia,Transferencia,13546.82,0,Travel
18082.77,6890.16,ALTA,87,1665.62,Egreso,2025-11-29,Transaction at 1mg,Transferencia,14982.07,0,Healthcare
22374.68,3855.21,MEDIA,27,1510.06,Egreso,2025-08-23,Transaction at Property Tax Online,Credito,951.97,10,Bills
31215.45,9416.92,BAJA,54,1359.74,Egreso,2025-02-26,Transaction at Aster,Transferencia,3210.97,0,Healthcare
14744.05,2812.4,ALTA,38,1017.18,Egreso,2025-07-26,Transaction at Paradise Biryani,Debito,435.8,0,Food
37649.11,7235.81,NULA,88,547.77,Egreso,2025-01-26,Transaction at Nature's Basket,Transferencia,983.86,0,Grocery
34948.93,3543.25,NULA,40,1841.66,Egreso,2025-08-12,Transaction at Reliance Fresh,Transferencia,1715.96,0,Grocery
25600.73,7432.76,MEDIA,2,1193.56,Egreso,2025-05-16,Transaction at Zee5,Transferencia,746.22,0,Entertainment
48654.79,8630.05,MEDIA,57,1261.45,Egreso,2025-02-13,Transaction at Property Tax Online,Transferencia,2220.29,0,Bills
46193.47,8576.02,BAJA,46,333.0,Egreso,2025-01-21,Transaction at Spencers,Transferencia,4735.14,0,Grocery
33224.35,4124.34,ALTA,95,1199.32,Egreso,2025-12-19,Transaction at Nature's Basket,Transferencia,4973.25,0,Grocery
24240.52,6840.74,MEDIA,6,783.61,Egreso,2025-05-08,Transaction at Reliance Digital,Credito,84330.9,10,Electronics
9756.2,7342.93,NULA,60,1449.92,Egreso,2025-07-29,Transaction at Yulu Bikes,Transferencia,414.97,0,Transport
41961.52,2289.2,BAJA,13,1550.18,Egreso,2025-05-05,Transaction at A2B,Credito,1253.76,3,Food
38987.88,6147.17,ALTA,90,1403.06,Egreso,2025-04-27,Transaction at Air India,Credito,27990.79,2,Travel
43364.45,9580.13,ALTA,14,634.22,Egreso,2025-02-11,Transaction at Barbeque Nation,Debito,230.07,0,Food
24769.47,8410.27,BAJA,86,1892.65,Egreso,2025-01-31,Transaction at BSNL,Credito,964.91,9,Bills
8353.94,8062.98,BAJA,12,912.8,Egreso,2025-09-25,Transaction at Rapido,Credito,1911.7,3,Transport
45091.17,1189.0,ALTA,79,586.3,Egreso,2025-09-25,Transaction at Spencers,Transferencia,1690.97,0,Grocery
34715.28,1006.83,BAJA,10,1896.09,Egreso,2025-01-17,Transaction at Zee5,Transferencia,792.35,0,Entertainment
45435.33,5780.42,NULA,36,870.2,Egreso,2025-08-24,Transaction at Subway,Transferencia,493.97,0,Food
43982.32,5975.57,BAJA,64,1755.06,Egreso,2025-01-14,Transaction at McDonalds,Transferencia,1475.14,0,Food
46393.34,3651.33,MEDIA,76,1678.24,Egreso,2025-01-29,Transaction at Gas Agency,Transferencia,4716.53,0,Bills
42933.73,4269.58,NULA,44,1848.92,Egreso,2025-12-19,Transaction at Boat Lifestyle,Transferencia,120286.86,0,Electronics
13405.05,9459.51,MEDIA,43,1886.9,Egreso,2025-04-28,Transaction at Nilgiris,Credito,4116.07,6,Grocery
29708.44,4490.54,NULA,14,1075.15,Egreso,2025-06-16,Transaction at HP World,Transferencia,50615.14,0,Electronics
23840.08,3495.72,ALTA,49,1379.72,Egreso,2025-08-10,Transaction at Gaana,Transferencia,755.23,0,Entertainment
32164.71,5143.93,BAJA,59,1418.64,Egreso,2025-05-12,Transaction at Apple Music,Transferencia,610.57,0,Entertainment
29539.23,6199.71,MEDIA,18,1923.35,Egreso,2025-02-01,Transaction at Cream Stone,Debito,1217.13,0,Food
31823.56,9035.57,ALTA,74,1876.7,Egreso,2025-04-11,Transaction at TNEB,Debito,4027.08,0,Bills
46907.06,4029.48,BAJA,66,764.55,Egreso,2025-04-14,Transaction at Tata Cliq,Credito,16522.35,11,Online Shopping
46486.91,6427.73,BAJA,10,545.67,Egreso,2025-06-26,Transaction at RedBus,Transferencia,778.58,0,Transport
11095.26,2764.33,ALTA,69,446.54,Egreso,2025-04-01,Transaction at Chai Point,Transferencia,1463.69,0,Food
26856.41,5025.07,BAJA,54,368.75,Egreso,2025-11-06,Transaction at Amazon,Transferencia,6358.14,0,Online Shopping
14129.66,6555.93,NULA,8,325.89,Egreso,2025-10-05,Transaction at Gas Agency,Credito,750.65,6,Bills
45780.57,5560.0,ALTA,81,1578.08,Egreso,2025-03-19,Transaction at Noise,Transferencia,63406.99,0,Electronics
27790.36,7513.41,ALTA,59,1776.08,Egreso,2025-12-02,Transaction at A2B,Transferencia,1188.1,0,Food
5073.5,9262.59,BAJA,71,807.66,Egreso,2025-01-06,Transaction at Gas Agency,Transferencia,4627.62,0,Bills
5203.47,2654.86,NULA,30,806.41,Egreso,2025-08-17,Transaction at More Supermarket,Transferencia,4692.25,0,Grocery
9426.17,1719.05,ALTA,46,322.37,Egreso,2025-08-22,Transaction at BSNL,Transferencia,563.56,0,Bills
14051.4,3775.0,BAJA,10,939.29,Egreso,2025-06-23,Transaction at Ola,Debito,552.0,0,Transport
35527.86,2581.22,ALTA,13,930.03,Egreso,2025-01-21,Transaction at Property Tax Online,Debito,2695.37,0,Bills
14336.9,2924.03,BAJA,32,1247.26,Egreso,2025-12-05,Transaction at Adidas,Transferencia,2902.99,0,Clothing
11672.73,3930.8,NULA,35,1376.1,Egreso,2025-12-15,Transaction at Aster,Transferencia,17486.09,0,Healthcare
26800.84,5355.0,BAJA,33,1857.39,Egreso,2025-03-24,Transaction at Metro Rail,Transferencia,934.32,0,Transport
9822.08,3924.23,NULA,11,981.02,Egreso,2025-05-16,Transaction at Zee5,Transferencia,998.75,0,Entertainment
26697.1,1582.56,MEDIA,64,746.94,Egreso,2025-12-26,Transaction at TSRTC,Transferencia,1353.9,0,Transport
41288.9,1192.81,ALTA,29,341.5,Egreso,2025-10-18,Transaction at Pantaloons,Transferencia,7335.58,0,Clothing
21251.68,6088.11,BAJA,62,1609.16,Egreso,2025-11-29,Transaction at BMTC,Debito,528.16,0,Transport
44167.22,8936.44,NULA,72,188.68,Egreso,2025-07-20,Transaction at Meesho,Credito,15425.01,8,Online Shopping
34297.94,2073.02,BAJA,81,800.43,Egreso,2025-08-07,Transaction at Airtel,Transferencia,373.31,0,Bills
43721.15,1518.31,MEDIA,89,540.05,Egreso,2025-07-21,Transaction at Hotstar,Credito,573.32,10,Entertainment
42283.03,6544.36,MEDIA,26,444.48,Egreso,2025-09-09,Transaction at Paradise Biryani,Debito,1053.43,0,Food
45671.54,6603.75,BAJA,5,759.48,Egreso,2025-08-25,Transaction at H&M,Debito,1290.08,0,Clothing
46235.48,8263.46,ALTA,91,1860.9,Egreso,2025-06-18,Transaction at Jio Fiber,Transferencia,5772.13,0,Bills
39352.64,6487.53,MEDIA,60,1051.05,Egreso,2025-02-03,Transaction at Nilgiris,Transferencia,1332.19,0,Grocery
24315.34,5001.87,NULA,85,1776.35,Egreso,2025-02-21,Transaction at IRCTC,Credito,10863.08,11,Travel
43056.58,8810.89,NULA,75,743.85,Egreso,2025-04-25,Transaction at Vodafone Idea,Credito,5688.98,3,Bills
39603.0,4858.19,BAJA,44,759.36,Egreso,2025-11-17,Transaction at Spotify,Debito,180.11,0,Entertainment
13214.31,9442.41,MEDIA,92,1087.17,Egreso,2025-03-09,Transaction at Zee5,Transferencia,559.74,0,Entertainment
27807.31,3226.41,ALTA,22,500.39,Egreso,2025-08-20,Transaction at Amazon,Transferencia,13846.3,0,Online Shopping
43983.91,8129.99,NULA,88,762.26,Egreso,2025-08-04,Transaction at Vistara,Debito,21569.35,0,Travel
19675.43,7407.16,BAJA,6,1936.44,Egreso,2025-05-31,Transaction at Vodafone Idea,Debito,1027.05,0,Bills
33095.96,2377.0,ALTA,96,1635.18,Egreso,2025-09-26,Transaction at Star Bazaar,Debito,4271.15,0,Grocery
31409.27,1448.43,BAJA,85,907.28,Egreso,2025-02-22,Transaction at 1mg,Credito,7098.15,8,Healthcare
8253.14,7796.67,BAJA,5,439.99,Egreso,2025-10-17,Transaction at Levis,Transferencia,3716.27,0,Clothing
26888.99,5898.15,MEDIA,59,1066.44,Egreso,2025-06-04,Transaction at 1mg,Transferencia,19086.61,0,Healthcare
44893.82,1824.97,BAJA,21,559.93,Egreso,2025-03-09,Transaction at TSRTC,Transferencia,1642.04,0,Transport
47603.96,8021.56,MEDIA,67,1884.58,Egreso,2025-05-29,Transaction at OYO,Transferencia,20542.81,0,Travel
37857.58,4460.82,NULA,75,957.08,Egreso,2025-08-24,Transaction at Netflix,Credito,464.03,4,Entertainment
19996.6,2316.5,MEDIA,87,229.17,Egreso,2025-05-14,Transaction at CloudNine,Credito,10954.89,2,Healthcare
18389.75,4033.12,ALTA,95,560.6,Egreso,2025-08-21,Transaction at More Supermarket,Credito,460.41,5,Grocery
47586.36,7009.89,BAJA,8,959.07,Egreso,2025-10-23,Transaction at Barbeque Nation,Debito,660.28,0,Food
25450.09,8092.98,BAJA,39,1763.26,Egreso,2025-12-02,Transaction at MakeMyTrip,Debito,27102.43,0,Travel
22421.96,9056.52,MEDIA,36,1270.46,Egreso,2025-06-02,Transaction at Myntra,Credito,1535.2,9,Online Shopping
42959.68,1181.67,ALTA,17,1634.18,Egreso,2025-04-02,Transaction at Star Bazaar,Credito,2556.16,10,Grocery
33432.32,8184.32,ALTA,96,1471.5,Egreso,2025-10-14,Transaction at YouTube Premium,Transferencia,771.28,0,Entertainment
42161.94,8514.78,NULA,97,1308.78,Egreso,2025-01-17,Transaction at Dell Exclusive,Transferencia,11295.98,0,Electronics
18246.27,6127.95,ALTA,98,1591.88,Egreso,2025-04-01,Transaction at Reliance Fresh,Transferencia,4766.7,0,Grocery
46075.13,1620.48,ALTA,46,162.56,Egreso,2025-05-09,Transaction at US Polo,Debito,2691.77,0,Clothing
48751.36,1386.31,NULA,36,413.72,Egreso,2025-10-18,Transaction at Cream Stone,Transferencia,1454.25,0,Food
13232.24,9574.69,BAJA,1,1449.34,Egreso,2025-10-05,Transaction at Nilgiris,Credito,4714.2,2,Grocery
9951.51,1808.26,MEDIA,43,908.51,Egreso,2025-07-02,Transaction at Spotify,Transferencia,922.04,0,Entertainment
28753.77,6875.36,ALTA,43,1366.9,Egreso,2025-08-12,Transaction at Taco Bell,Credito,835.06,10,Food
22610.77,3425.38,NULA,50,216.4,Egreso,2025-11-13,Transaction at MakeMyTrip,Transferencia,21546.5,0,Travel
48809.44,1490.18,NULA,66,1386.34,Egreso,2025-05-21,Transaction at A2B,Transferencia,1314.92,0,Food
33513.46,4575.67,BAJA,5,546.34,Egreso,2025-03-06,Transaction at Nike,Transferencia,908.57,0,Clothing
32492.31,9924.24,MEDIA,67,1408.75,Egreso,2025-10-06,Transaction at Apollo Hospital,Transferencia,8758.74,0,Healthcare
18563.56,9299.93,ALTA,91,585.19,Egreso,2025-12-28,Transaction at Jio Fiber,Credito,4989.09,6,Bills
44600.51,5686.54,ALTA,4,1432.56,Egreso,2025-01-30,Transaction at Spencers,Credito,4824.53,2,Grocery
29453.74,2820.08,ALTA,44,487.29,Egreso,2025-01-17,Transaction at Samsung Store,Credito,79769.83,7,Electronics
21843.4,1470.85,BAJA,58,1958.52,Egreso,2025-08-05,Transaction at Tata Cliq,Transferencia,3550.43,0,Online Shopping
36968.09,3621.74,MEDIA,45,106.26,Egreso,2025-05-19,Transaction at Nature's Basket,Debito,1396.5,0,Grocery
32639.9,7775.43,NULA,44,928.31,Egreso,2025-07-23,Transaction at Yatra,Credito,19808.36,1,Travel
30572.97,6550.77,ALTA,49,995.6,Egreso,2025-07-31,Transaction at Subway,Credito,1281.49,4,Food
41477.32,1465.12,BAJA,22,1896.23,Egreso,2025-05-02,Transaction at H&M,Debito,2972.73,0,Clothing
37850.99,7514.27,MEDIA,88,694.68,Egreso,2025-08-09,Transaction at Yatra,Debito,19915.47,0,Travel
17106.11,9585.81,MEDIA,61,1326.61,Egreso,2025-07-08,Transaction at Vistara,Transferencia,24813.44,0,Travel
48706.77,2167.3,BAJA,39,1968.12,Egreso,2025-07-17,Transaction at Lenskart,Debito,6744.25,0,Online Shopping
44575.32,6133.65,NULA,82,1829.91,Egreso,2025-04-12,Transaction at Airtel,Transferencia,4563.77,0,Bills
19129.65,5843.0,BAJA,66,1567.0,Egreso,2025-08-22,Transaction at Yulu Bikes,Credito,1505.29,9,Transport
15458.97,8725.53,BAJA,24,202.41,Egreso,2025-09-10,Transaction at Pepperfry,Debito,12376.97,0,Online Shopping
40822.04,1250.26,MEDIA,6,1286.68,Egreso,2025-10-30,Transaction at Property Tax Online,Credito,4717.43,9,Bills
36742.44,3144.01,ALTA,25,981.82,Egreso,2025-03-31,Transaction at Max Fashion,Transferencia,3960.05,0,Clothing
41703.82,9127.54,BAJA,92,1470.33,Egreso,2025-09-20,Transaction at MedPlus,Transferencia,5071.59,0,Healthcare
7064.7,4590.46,ALTA,20,751.88,Egreso,2025-02-26,Transaction at Pizza Hut,Transferencia,954.3,0,Food
40360.88,6228.5,MEDIA,40,1079.1,Egreso,2025-12-21,Transaction at Reliance Digital,Transferencia,113707.88,0,Electronics
22810.69,8730.72,ALTA,10,495.37,Egreso,2025-09-07,Transaction at Kauvery,Transferencia,16200.21,0,Healthcare
40196.34,1934.35,MEDIA,58,1912.44,Egreso,2025-10-02,Transaction at Apollo Hospital,Transferencia,8933.42,0,Healthcare
34340.57,6974.35,ALTA,28,982.09,Egreso,2025-11-03,Transaction at Amazon,Credito,9178.18,4,Online Shopping
25266.2,7981.35,BAJA,43,1964.51,Egreso,2025-12-04,Transaction at Meesho,Transferencia,1616.55,0,Online Shopping
17471.93,2231.6,NULA,80,764.42,Egreso,2025-11-14,Transaction at Allen Solly,Transferencia,6372.78,0,Clothing
10780.53,5787.48,ALTA,0,1883.44,Egreso,2025-06-09,Transaction at Spotify,Credito,641.69,6,Entertainment
8398.93,9987.1,NULA,41,593.92,Egreso,2025-04-23,Transaction at Paradise Biryani,Debito,1118.37,0,Food
27812.12,5003.96,BAJA,80,951.33,Egreso,2025-02-04,Transaction at BSNL,Transferencia,5727.99,0,Bills
33233.02,5136.27,BAJA,70,327.8,Egreso,2025-02-17,Transaction at Ola,Debito,1358.39,0,Transport
31636.81,6610.23,NULA,4,1799.32,Egreso,2025-06-10,Transaction at AirAsia,Transferencia,19378.18,0,Travel
6341.87,1607.26,NULA,91,1684.82,Egreso,2025-09-15,Transaction at 1mg,Debito,13834.03,0,Healthcare
26304.05,6243.26,MEDIA,25,1789.8,Egreso,2025-06-13,Transaction at Jio Fiber,Transferencia,5616.71,0,Bills
28868.02,5147.68,MEDIA,49,759.16,Egreso,2025-12-04,Transaction at Meru Cabs,Transferencia,204.93,0,Transport
7499.86,4600.76,BAJA,5,287.66,Egreso,2025-07-15,Transaction at Adidas,Debito,4343.95,0,Clothing
35090.38,9974.99,ALTA,52,705.42,Egreso,2025-12-14,Transaction at YouTube Premium,Debito,435.93,0,Entertainment
44480.54,7164.75,MEDIA,32,590.38,Egreso,2025-03-22,Transaction at Apple Music,Transferencia,487.46,0,Entertainment
7853.11,7848.18,NULA,14,1899.67,Egreso,2025-01-09,Transaction at Chai Point,Credito,122.67,5,Food
49863.88,4089.4,MEDIA,48,720.08,Egreso,2025-04-26,Transaction at Pepperfry,Debito,13710.93,0,Online Shopping
18966.39,4006.11,BAJA,17,501.07,Egreso,2025-07-02,Transaction at BigBazaar,Credito,2836.4,9,Grocery
49258.64,3731.82,BAJA,94,1649.71,Egreso,2025-05-27,Transaction at IRCTC,Credito,5044.06,11,Travel
30919.48,6371.15,ALTA,32,731.22,Egreso,2025-11-14,Transaction at CloudNine,Credito,11011.02,6,Healthcare
15704.69,1969.52,BAJA,41,1386.45,Egreso,2025-11-02,Transaction at AirAsia,Transferencia,4782.41,0,Travel
31572.08,4101.03,ALTA,3,1694.06,Egreso,2025-11-30,Transaction at SonyLiv,Credito,428.03,8,Entertainment
26677.31,1458.71,ALTA,57,114.45,Egreso,2025-03-05,Transaction at Allen Solly,Transferencia,6428.35,0,Clothing
28402.0,9562.45,BAJA,82,555.9,Egreso,2025-11-21,Transaction at Noise,Debito,33091.23,0,Electronics
29049.88,4108.06,MEDIA,3,1889.34,Egreso,2025-12-31,Transaction at JioMart,Credito,4103.67,10,Grocery
17989.85,5320.03,MEDIA,91,396.47,Egreso,2025-10-17,Transaction at Gaana,Transferencia,641.8,0,Entertainment
15273.23,8352.93,ALTA,50,498.47,Egreso,2025-05-21,Transaction at Reliance Digital,Transferencia,31262.56,0,Electronics
31078.4,8182.88,BAJA,74,390.32,Egreso,2025-09-19,Transaction at Booking.com,Transferencia,20415.44,0,Travel
42036.06,5790.24,MEDIA,60,491.0,Egreso,2025-11-11,Transaction at A2B,Transferencia,433.52,0,Food
13875.27,5744.9,ALTA,48,1480.34,Egreso,2025-02-03,Transaction at Metro Rail,Transferencia,1835.57,0,Transport
29850.34,4355.75,ALTA,30,350.24,Egreso,2025-12-02,Transaction at SonyLiv,Credito,942.2,1,Entertainment
33231.24,7570.57,NULA,40,679.58,Egreso,2025-04-09,Transaction at ACT Fibernet,Debito,3883.9,0,Bills
39722.9,6699.25,ALTA,49,643.38,Egreso,2025-01-12,Transaction at Booking.com,Transferencia,2585.81,0,Travel
31801.26,1552.62,NULA,94,955.58,Egreso,2025-07-26,Transaction at Taco Bell,Transferencia,946.66,0,Food
28121.33,6060.0,NULA,56,903.5,Egreso,2025-01-29,Transaction at AirAsia,Credito,22949.75,4,Travel
12258.23,6463.83,MEDIA,81,350.45,Egreso,2025-05-20,Transaction at Amazon,Debito,3223.38,0,Online Shopping
25821.53,2689.48,MEDIA,52,1275.2,Egreso,2025-09-20,Transaction at Zee5,Transferencia,371.29,0,Entertainment
29652.05,1315.52,BAJA,36,552.09,Egreso,2025-11-08,Transaction at Rapido,Debito,78.01,0,Transport
26503.09,2596.52,BAJA,21,1584.24,Egreso,2025-12-15,Transaction at Pizza Hut,Debito,216.23,0,Food
47098.0,7061.82,ALTA,84,293.81,Egreso,2025-12-12,Transaction at Cream Stone,Debito,788.97,0,Food
12809.47,9278.11,NULA,85,585.46,Egreso,2025-05-12,Transaction at Nike,Transferencia,1618.37,0,Clothing
24891.08,6582.94,MEDIA,92,1333.85,Egreso,2025-11-11,Transaction at Yatra,Transferencia,23942.1,0,Travel
39610.01,3708.84,MEDIA,87,820.94,Egreso,2025-01-24,Transaction at Amazon,Debito,2942.83,0,Online Shopping
31773.78,1682.84,ALTA,21,1711.72,Egreso,2025-04-14,Transaction at Netflix,Transferencia,526.66,0,Entertainment
24638.92,6513.11,ALTA,32,588.31,Egreso,2025-09-24,Transaction at Ola,Debito,1846.88,0,Transport
35092.5,5885.37,MEDIA,86,1041.12,Egreso,2025-04-16,Transaction at YouTube Premium,Transferencia,675.13,0,Entertainment
49917.97,2271.34,MEDIA,13,377.75,Egreso,2025-02-21,Transaction at Max Fashion,Debito,5029.14,0,Clothing
7453.26,8078.26,MEDIA,96,977.12,Egreso,2025-08-19,Transaction at Max Fashion,Transferencia,7966.03,0,Clothing
16989.13,9910.12,NULA,87,394.83,Egreso,2025-05-25,Transaction at Apollo Hospital,Debito,19716.28,0,Healthcare
46168.93,5439.72,BAJA,29,534.91,Egreso,2025-01-14,Transaction at Water Board,Credito,3959.34,8,Bills
21671.88,4964.73,ALTA,38,1046.43,Egreso,2025-05-30,Transaction at JioMart,Transferencia,2707.89,0,Grocery
41864.66,1116.11,MEDIA,6,1491.58,Egreso,2025-05-31,Transaction at Subway,Debito,1156.55,0,Food
37277.18,9110.91,MEDIA,24,1576.53,Egreso,2025-12-01,Transaction at BigBazaar,Credito,2107.99,10,Grocery
8475.31,9801.65,BAJA,26,1705.74,Egreso,2025-06-07,Transaction at Airtel,Transferencia,2339.86,0,Bills
33988.69,9671.2,BAJA,37,981.19,Egreso,2025-03-30,Transaction at McDonalds,Transferencia,1121.87,0,Food
26261.14,3411.73,NULA,83,1743.54,Egreso,2025-01-12,Transaction at McDonalds,Debito,503.35,0,Food
38694.26,6023.93,MEDIA,55,750.64,Egreso,2025-12-18,Transaction at Noise,Debito,132983.79,0,Electronics
35830.72,4928.21,ALTA,84,1632.66,Egreso,2025-09-05,Transaction at Snapdeal,Credito,14238.09,9,Online Shopping
7036.44,7288.84,ALTA,14,1903.27,Egreso,2025-06-23,Transaction at Adidas,Transferencia,5402.06,0,Clothing
15405.59,4391.17,BAJA,58,646.68,Egreso,2025-02-28,Transaction at Meesho,Credito,12807.35,4,Online Shopping
45568.75,5363.89,MEDIA,7,912.82,Egreso,2025-03-08,Transaction at Uber,Debito,1042.48,0,Transport
18834.78,8888.71,BAJA,4,1287.28,Egreso,2025-04-10,Transaction at Hotstar,Debito,108.6,0,Entertainment
14200.28,7514.38,ALTA,76,949.98,Egreso,2025-12-22,Transaction at Flipkart,Credito,4527.37,11,Online Shopping
31875.8,9630.28,ALTA,54,538.01,Egreso,2025-04-10,Transaction at Aha,Credito,297.62,10,Entertainment
43515.57,2488.4,NULA,11,1776.73,Egreso,2025-09-19,Transaction at CCD,Debito,1475.95,0,Food
32723.87,8406.76,NULA,21,1797.46,Egreso,2025-11-18,Transaction at Aster,Debito,5988.39,0,Healthcare
